X,Y,BUILDINGS,USE,MATERIAL,NR_FLOORS,TYPE,VALUE_MIN,VALUE_MAX,PEOPLE_MIN,PEOPLE_MAX,COMMUNE,ADMIN_UNIT,Area,Use_Type,XCOORD,YCOORD,station,x,y
388555.913162378,5151947.67449981,_71,House,Masonary,2,MA_2,185404,229366,7.33,7,Tarvisio,TarvisioB2,96,1,388555.913162,5151947.6745,Sem26,13.5472928289546,46.5118721152408
388410.282867182,5151924.74504253,_72,House,Masonary_wood,2,MA_2,375417,464433,7.33,7,Tarvisio,TarvisioB2,194,1,388410.282867,5151924.745043,Sem26,13.545400621699,46.5116417054571
388440.108595494,5151900.88530689,_73,House,Masonary_wood,2,MA_2,504428,624035,7.33,7,Tarvisio,TarvisioB2,260,1,388440.108595,5151900.885307,Sem26,13.5457950062591,46.5114319909795
388083.920189923,5151867.61026358,_74,House,Concrete,3,RC_3,665431,823213,7.33,7,Tarvisio,TarvisioB2,229,1,388083.92019,5151867.610264,Sem26,13.5411615627822,46.5110735138695
388113.474081963,5151856.32219285,_75,House,Masonary,3,MA_3,318224,393679,7.33,7,Tarvisio,TarvisioB2,109,1,388113.474082,5151856.322193,Sem26,13.5415493909223,46.51097687141
388150.606298647,5151865.08971213,_76,Holiday_apartment,Masonary_wood,3,MA_3,490123,606338,0,23,Tarvisio,TarvisioB2,168,1,388150.606299,5151865.089712,Sem26,13.5420311433229,46.5110619191127
388146.774301848,5151880.70103283,_77,Holiday_apartment,Masonary_wood,3,MA_3,482504,596912,0,23,Tarvisio,TarvisioB2,166,1,388146.774302,5151880.701033,Sem26,13.5419774527543,46.5112017315963
388126.704764693,5151577.48911622,_78,Industrial,Concrete,1,RC_1,54632,66508,0,0,Tarvisio,TarvisioB1,238,4,388126.704765,5151577.489116,Sem26,13.5417888996862,46.5084705148942
388163.230204316,5151554.61252569,_79,House,Masonary_wood,2,MA_2,526228,770737,7.33,7,Tarvisio,TarvisioB1,266,1,388163.230204,5151554.612526,Sem26,13.5422703362771,46.5082707704547
388176.309637489,5151568.70748909,_80,House,Masonary_wood,2,MA_2,192520,281973,7.33,7,Tarvisio,TarvisioB1,97,1,388176.309637,5151568.707489,Sem26,13.5424373729039,46.5083997498101
388187.164510766,5151570.9461306,_81,Garage,Masonary_wood,3,MA_3,531032,796548,0,0,Tarvisio,TarvisioB1,197,1,388187.164511,5151570.946131,Sem26,13.542578275407,46.5084216926542
388076.859869854,5151524.87035718,_82,House,Masonary,2,MA_2,592193,867354,7.33,7,Tarvisio,TarvisioB1,299,1,388076.85987,5151524.870357,Sem26,13.5411520790634,46.5079888404847
388186.267097261,5151672.98402625,_84,Industrial,Concrete,1,RC_1,27144,33045,0,0,Tarvisio,TarvisioB2,118,4,388186.267097,5151672.984026,Sem26,13.5425420401903,46.5093395402049
388586.576508173,5151798.91131851,_85,House,Masonary_wood,2,MA_2,190714,235935,7.33,7,Tarvisio,TarvisioB2,98,1,388586.576508,5151798.911319,Sem26,13.5477280603564,46.5105388213284
388615.299847385,5151812.51332434,_87,House,Masonary,3,MA_3,667142,825330,7.33,7,Tarvisio,TarvisioB2,229,1,388615.299847,5151812.513324,Sem26,13.5480990868503,46.5106659461521
388612.701439115,5151785.39357042,_88,House,Masonary_wood,3,MA_3,355352,439611,7.33,7,Tarvisio,TarvisioB2,122,1,388612.701439,5151785.39357,Sem26,13.548071726087,46.5104215295243
388610.991234402,5151793.31835262,_89,House,Masonary_wood,3,MA_3,527214,652223,7.33,7,Tarvisio,TarvisioB2,181,1,388610.991234,5151793.318353,Sem26,13.5480475419766,46.5104925430374
388054.407968913,5151611.59150226,_90,Industrial,Concrete,1,RC_1,32525,39595,0,0,Tarvisio,TarvisioB2,141,4,388054.407969,5151611.591502,Sem26,13.540838647409,46.5087653051884
388066.000688339,5151674.21575517,_91,Industrial,Concrete,1,RC_1,7010,8534,0,0,Tarvisio,TarvisioB2,30,4,388066.000688,5151674.215755,Sem26,13.5409746250096,46.5093306389035
388586.697789969,5151847.03378844,_92,House,Masonary_wood,2,MA_2,424429,525066,7.33,7,Tarvisio,TarvisioB2,219,1,388586.69779,5151847.033788,Sem26,13.5477181068129,46.5109717820078
388595.438365184,5151844.4521367,_93,House,Masonary_wood,2,MA_2,188335,232992,7.33,7,Tarvisio,TarvisioB2,97,1,388595.438365,5151844.452137,Sem26,13.5478326224038,46.5109500021447
384920.54476808,5150703.80845389,_94,Electricity_distribution_building,Concrete,1,RC_1,95063,115728,0,0,Tarvisio,TarvisioB2,413,6,384920.544768,5150703.808454,S9Hhhmmm,13.5002288437615,46.5000701593025
384978.902760968,5150793.22755173,_95,House,Masonary,2,MA_2,375251,464229,7.33,7,Tarvisio,TarvisioB2,193,1,384978.902761,5150793.227552,S9Hhhmmm,13.5009670145883,46.5008845838393
384996.120140014,5150871.07490017,_97,House,Masonary_wood,2,MA_2,506671,626809,7.33,7,Tarvisio,TarvisioB2,261,1,384996.12014,5150871.0749,S9Hhhmmm,13.5011720751702,46.5015878751363
384899.620804184,5150976.60695857,_99,House,Masonary,2,MA_2,74186,91776,7.33,7,Tarvisio,TarvisioB2,38,1,384899.620804,5150976.606959,S9Hhhmmm,13.4998887343651,46.5025208055711
385146.433819616,5150921.82696552,_100,House,Masonary,2,MA_2,413485,511528,7.33,7,Tarvisio,TarvisioB2,213,1,385146.43382,5150921.826966,S9Hhhmmm,13.5031178752063,46.5020701149466
386438.254573873,5151494.21467348,_104,House,Masonary_wood,2,MA_2,377754,467324,7.33,7,Tarvisio,TarvisioB2,195,1,386438.254574,5151494.214673,SIHb,13.5198085818538,46.507438686139
386478.385463216,5151523.98027884,_105,House,Masonary_wood,3,MA_3,515742,638032,7.33,7,Tarvisio,TarvisioB2,177,1,386478.385463,5151523.980279,SIHb,13.5203242120051,46.5077132403298
386410.864804295,5151487.76217291,_106,House,Masonary,2,MA_2,61282,75812,7.33,7,Tarvisio,TarvisioB2,32,1,386410.864804,5151487.762173,SIHb,13.5194532747537,46.5073760162002
387616.018425583,5151586.96868984,_107,House,Masonary,3,MA_3,2960055,3661924,7.33,7,Tarvisio,TarvisioB2,1017,1,387616.018426,5151586.96869,Sem27,13.5351322840942,46.5084707558797
387607.431648942,5151594.5989424,_108,House,Masonary,3,MA_3,25396,31417,7.33,7,Tarvisio,TarvisioB2,9,1,387607.431649,5151594.598942,Sem27,13.5350185524508,46.5085379689219
387610.813207305,5151583.82306142,_109,House,Masonary,3,MA_3,225494,278961,7.33,7,Tarvisio,TarvisioB2,77,1,387610.813207,5151583.823061,Sem27,13.5350652197639,46.508441587128
387635.961278732,5151613.70431676,_110,House,Masonary,2,MA_2,307175,380010,7.33,7,Tarvisio,TarvisioB2,158,1,387635.961279,5151613.704317,Sem27,13.535385680584,46.5087146137948
387640.830057006,5151608.0268546,_111,House,Masonary,2,MA_2,47027,58178,7.33,7,Tarvisio,TarvisioB2,24,1,387640.830057,5151608.026855,Sem27,13.5354504939481,46.5086643484378
387275.454444339,5151647.32990784,_112,Apartment_building,Concrete,5,RC_4,2812447,3479316,149.67,150,Tarvisio,TarvisioB2,580,1,387275.454444,5151647.329908,Sem27,13.5306800552826,46.5089568719535
387311.254720151,5151672.81812142,_113,House,Masonary_wood,2,MA_2,778030,962511,7.33,7,Tarvisio,TarvisioB2,401,1,387311.25472,5151672.818121,Sem27,13.5311403631829,46.5091921711831
387249.673396599,5151663.94135686,_114,House,Concrete_wood,3,RC_3,627451,776228,7.33,7,Tarvisio,TarvisioB2,216,1,387249.673397,5151663.941357,Sem27,13.5303400932879,46.5091020014789
387249.310831155,5151628.69243352,_115,House,Masonary_wood,2,MA_2,237215,293462,7.33,7,Tarvisio,TarvisioB2,122,1,387249.310831,5151628.692434,Sem27,13.5303439179411,46.5087848211929
387171.727104646,5151678.46521143,_117,Apartment_building,Masonary_wood,4,MA_3,1090823,1349471,58.05,58,Tarvisio,TarvisioB2,281,1,387171.727105,5151678.465211,SIHb,13.5293209072623,46.5092196094503
387654.801529019,5151614.14427278,_118,House,Brick_masonary,2,MA_2,499164,617522,7.33,7,Tarvisio,TarvisioB2,257,1,387654.801529,5151614.144273,Sem27,13.5356310666864,46.5087217156589
387670.092305119,5151611.8267652,_119,House,Brick_masonary,1,MA_1,245765,304039,7.33,7,Tarvisio,TarvisioB2,253,1,387670.092305,5151611.826765,Sem27,13.5358308687245,46.5087034170643
387321.327875345,5151646.94662251,_120,House,Masonary_wood,2,MA_2,151284,187155,7.33,7,Tarvisio,TarvisioB2,78,1,387321.327875,5151646.946623,Sem27,13.531277890107,46.5089611020198
387497.176393669,5151618.40299136,_121,Restaurant_and_apartment_building,Masonary,2,MA_2,554574,686071,14.76,15,Tarvisio,TarvisioB2,286,2,387497.176394,5151618.402991,Sem27,13.5335761485441,46.5087337114128
387440.054198981,5151646.35825629,_122,House,Masonary_wood,2,MA_2,452841,560216,7.33,7,Tarvisio,TarvisioB2,233,1,387440.054199,5151646.358256,Sem27,13.5328250663786,46.5089756667012
387441.557661701,5151630.46347949,_123,House,Masonary,2,MA_2,129527,160240,7.33,7,Tarvisio,TarvisioB2,67,1,387441.557662,5151630.463479,Sem27,13.5328485052979,46.5088329193219
387466.6958929,5151635.05460935,_124,House,Masonary_wood,2,MA_2,1034817,1280186,7.33,7,Tarvisio,TarvisioB2,533,1,387466.695893,5151635.054609,Sem27,13.5331749507403,46.5088784256388
387346.041716423,5151664.3105313,_125,House,Masonary,2,MA_2,462713,572428,7.33,7,Tarvisio,TarvisioB2,239,1,387346.041716,5151664.310531,Sem27,13.5315957098152,46.5091214531238
387405.326924549,5151655.86708706,_126,House,Masonary,1,MA_1,54474,67390,7.33,7,Tarvisio,TarvisioB2,56,1,387405.326925,5151655.867087,Sem27,13.5323702581403,46.5090554074246
387367.261579094,5151658.42353526,_127,House,Masonary,2,MA_2,722444,893745,7.33,7,Tarvisio,TarvisioB2,372,1,387367.261579,5151658.423535,Sem27,13.5318736369935,46.5090720402655
387391.506586516,5151656.98063772,_128,House,Masonary,2,MA_2,590611,730653,7.33,7,Tarvisio,TarvisioB2,304,1,387391.506587,5151656.980638,Sem27,13.5321899056397,46.509063114367
387412.304547531,5151654.33557892,_129,House,Masonary,2,MA_2,152010,188053,7.33,7,Tarvisio,TarvisioB2,78,1,387412.304548,5151654.335579,Sem27,13.5324615493813,46.5090427958636
387423.456768079,5151649.13916987,_130,House,Masonary_wood,2,MA_2,498653,616890,7.33,7,Tarvisio,TarvisioB2,257,1,387423.456768,5151649.13917,Sem27,13.5326081241873,46.5089979106257
387416.767524769,5151629.57006402,_131,House,Masonary,2,MA_2,357354,442087,7.33,7,Tarvisio,TarvisioB2,184,1,387416.767525,5151629.570064,Sem27,13.5325257006847,46.5088207370847
387426.537835876,5151629.40022805,_132,House,Masonary,2,MA_2,211670,261860,7.33,7,Tarvisio,TarvisioB2,109,1,387426.537836,5151629.400228,Sem27,13.5326530510978,46.5088208427046
387521.879522087,5151608.59050421,_135,House,Masonary_wood,2,MA_2,587784,727155,7.33,7,Tarvisio,TarvisioB2,303,1,387521.879522,5151608.590504,Sem27,13.5339004094166,46.5086495595409
387212.95957581,5151541.84272375,_136,House,Concrete_wood,3,RC_3,744495,921024,7.33,7,Tarvisio,TarvisioB2,256,1,387212.959576,5151541.842724,SIHb,13.5298913240057,46.5079973832788
387112.327131021,5151668.46932386,_137,House,Masonary_wood,2,MA_2,419036,518396,7.33,7,Tarvisio,TarvisioB2,216,1,387112.327131,5151668.469324,SIHb,13.5285493356038,46.5091197245018
387047.175326815,5151663.58476238,_138,House,Masonary,2,MA_2,514243,636176,7.33,7,Tarvisio,TarvisioB2,265,1,387047.175327,5151663.584762,SIHb,13.5277015772971,46.5090648538733
387064.143386679,5151670.90348084,_139,House,Masonary,3,MA_3,413282,511277,7.33,7,Tarvisio,TarvisioB2,142,1,387064.143387,5151670.903481,SIHb,13.5279208973935,46.5091335434523
387066.597357002,5151659.52978774,_140,House,Masonary,2,MA_2,168262,208159,7.33,7,Tarvisio,TarvisioB2,87,1,387066.597357,5151659.529788,SIHb,13.5279556362479,46.5090316308828
387023.260134475,5151643.98060819,_141,House,Masonary_wood,3,MA_3,688695,851994,7.33,7,Tarvisio,TarvisioB2,237,1,387023.260134,5151643.980608,SIHb,13.5273947206019,46.5088844715718
386962.794728849,5151640.33349124,_142,House,Masonary,2,MA_2,456797,565110,7.33,7,Tarvisio,TarvisioB2,235,1,386962.794729,5151640.333491,SIHb,13.5266077310862,46.5088415119453
386988.543720494,5151636.05339599,_143,House,Masonary_wood,3,MA_3,1881895,2328118,7.33,7,Tarvisio,TarvisioB2,647,1,386988.54372,5151636.053396,SIHb,13.52694428578,46.5088073280097
386895.641526996,5151622.16533959,_145,House,Brick_masonary,3,MA_3,601412,744014,7.33,7,Tarvisio,TarvisioB2,207,1,386895.641527,5151622.16534,SIHb,13.5257371326084,46.5086667842461
386914.836947801,5151627.82568128,_146,House,Masonary,3,MA_3,1019420,1261138,7.33,7,Tarvisio,TarvisioB2,350,1,386914.836948,5151627.825681,SIHb,13.5259858748146,46.5087209319432
386934.629203934,5151634.99899329,_147,House,Masonary_wood,2,MA_2,394315,487813,7.33,7,Tarvisio,TarvisioB2,203,1,386934.629204,5151634.998993,SIHb,13.5262420264242,46.508788790857
386901.559887064,5151607.3117933,_148,House,Masonary,2,MA_2,221408,273907,7.33,7,Tarvisio,TarvisioB2,114,1,386901.559887,5151607.311793,SIHb,13.5258178631796,46.5085341475843
386869.351353553,5151605.50616598,_149,Restaurant_and_apartment_building,Masonary_wood,3,MA_3,733151,906991,26.01,26,Tarvisio,TarvisioB2,252,2,386869.351354,5151605.506166,SIHb,13.5253986218917,46.508512492411
386881.700430774,5151595.26622292,_150,House,Concrete,2,RC_2,324413,401335,7.33,7,Tarvisio,TarvisioB2,167,1,386881.700431,5151595.266223,SIHb,13.5255620231861,46.5084224429047
386863.347741471,5151574.70881831,_151,House,Masonary,3,MA_3,669531,828286,7.33,7,Tarvisio,TarvisioB2,230,1,386863.347741,5151574.708818,SIHb,13.5253278888742,46.5082344136384
386844.968146402,5151594.96807593,_152,House,Masonary_wood,3,MA_3,690878,854694,7.33,7,Tarvisio,TarvisioB2,237,1,386844.968146,5151594.968076,SIHb,13.5250834711443,46.5084135887262
386799.541039809,5151564.79027097,_154,House,Masonary_wood,2,MA_2,249205,308295,7.33,7,Tarvisio,TarvisioB2,128,1,386799.54104,5151564.790271,SIHb,13.5244989005755,46.5081344569424
386808.013712325,5151586.15195039,_155,House,Masonary_wood,2,MA_2,580036,717570,7.33,7,Tarvisio,TarvisioB2,299,1,386808.013712,5151586.15195,SIHb,13.524604098591,46.5083280627568
386824.447099526,5151594.19765597,_156,House,Concrete,2,RC_2,322547,399027,7.33,7,Tarvisio,TarvisioB2,166,1,386824.4471,5151594.197656,SIHb,13.5248162679066,46.5084032087147
386775.091469636,5151576.1038062,_157,House,Masonary_wood,3,MA_3,988929,1223418,7.33,7,Tarvisio,TarvisioB2,340,1,386775.09147,5151576.103806,SIHb,13.5241775672228,46.50823212892
386718.23151735,5151584.35056527,_158,House,Masonary_wood,3,MA_3,1016717,1257794,7.33,7,Tarvisio,TarvisioB2,349,1,386718.231517,5151584.350565,SIHb,13.5234346711579,46.5082967576947
386683.905581122,5151578.04212072,_159,Restaurant_and_apartment_building,Masonary_wood,4,MA_3,2257714,2793048,90.11,90,Tarvisio,TarvisioB2,582,2,386683.905581,5151578.042121,SIHb,13.5229889405369,46.508234227682
386686.183146534,5151552.38001491,_160,Hotel,Masonary_wood,4,MA_3,1436234,2154351,0,58,Tarvisio,TarvisioB2,399,1,386686.183147,5151552.380015,SIHb,13.5230248719545,46.5080037406365
386552.91177163,5151528.3041129,_161,House,Masonary,2,MA_2,272304,336872,7.33,7,Tarvisio,TarvisioB2,140,1,386552.911772,5151528.304113,SIHb,13.5212942262535,46.5077647002075
386534.697579328,5151495.84120267,_162,House,Masonary,2,MA_2,221812,274406,7.33,7,Tarvisio,TarvisioB2,114,1,386534.697579,5151495.841203,SIHb,13.521064819783,46.507469577378
386536.619943037,5151554.76588052,_163,House,Masonary_wood,4,MA_3,310480,384098,7.33,7,Tarvisio,TarvisioB2,80,1,386536.619943,5151554.765881,SIHb,13.5210754873542,46.5080000194835
386545.767171059,5151550.86231756,_164,House,Masonary_wood,4,MA_3,590763,730840,7.33,7,Tarvisio,TarvisioB2,152,1,386545.767171,5151550.862318,SIHb,13.5211956279223,46.5079664422266
386625.68174513,5151580.58610691,_165,House,Masonary_wood,3,MA_3,500329,618964,7.33,7,Tarvisio,TarvisioB2,172,1,386625.681745,5151580.586107,SIHb,13.5222296624854,46.5082473138317
387379.331599669,5151912.01788944,_167,House,Masonary,3,MA_3,547712,677581,7.33,7,Tarvisio,TarvisioB2,188,1,387379.3316,5151912.017889,Sem27,13.5319694747269,46.511355540984
387355.705704156,5151915.72345882,_168,House,Masonary_wood,2,MA_2,247130,305728,7.33,7,Tarvisio,TarvisioB2,127,1,387355.705704,5151915.723459,Sem27,13.5316607119631,46.5113849260087
387327.816148148,5151882.85648816,_169,School,Concrete,1,RC_1,833277,1121720,0,0,Tarvisio,TarvisioB2,1068,5,387327.816148,5151882.856488,Sem27,13.5313052547745,46.5110845690712
387367.504298128,5151887.19672819,_170,House,Masonary,3,MA_3,247676,306403,7.33,7,Tarvisio,TarvisioB2,85,1,387367.504298,5151887.196728,Sem27,13.531821369635,46.5111302569872
387360.99824834,5151888.88848439,_171,House,Masonary,3,MA_3,194938,241161,7.33,7,Tarvisio,TarvisioB2,67,1,387360.998248,5151888.888484,Sem27,13.5317361808776,46.5111443885684
387373.494798632,5151882.86954937,_172,House,Masonary,3,MA_3,266821,330088,7.33,7,Tarvisio,TarvisioB2,92,1,387373.494799,5151882.869549,Sem27,13.5319004788966,46.5110923293126
387389.867784333,5151852.19554571,_173,House,Masonary_wood,3,MA_3,286513,354449,7.33,7,Tarvisio,TarvisioB2,98,1,387389.867784,5151852.195546,Sem27,13.5321212622513,46.5108191069246
387675.506469642,5151843.06606336,_174,House,Masonary_wood,2,MA_2,504397,623996,7.33,7,Tarvisio,TarvisioB2,260,1,387675.50647,5151843.066063,Sem27,13.5358455430971,46.5107846867767
387648.03579712,5151843.79075279,_175,House,Masonary_wood,2,MA_2,186127,230261,7.33,7,Tarvisio,TarvisioB2,96,1,387648.035797,5151843.790753,Sem27,13.5354874057034,46.5107866229936
387479.091831527,5151859.71438989,_177,House,Masonary_wood,2,MA_2,298010,368672,7.33,7,Tarvisio,TarvisioB2,154,1,387479.091832,5151859.71439,Sem27,13.5332820938752,46.5109016681398
387483.677290292,5151848.89622161,_178,House,Masonary_wood,2,MA_2,145464,179955,7.33,7,Tarvisio,TarvisioB2,75,1,387483.67729,5151848.896222,Sem27,13.5333444642582,46.5108051079059
387497.744967153,5151857.88443875,_179,House,Masonary_wood,2,MA_2,521242,644835,7.33,7,Tarvisio,TarvisioB2,269,1,387497.744967,5151857.884439,Sem27,13.5335256005582,46.5108883219498
387488.668534873,5151877.49614147,_180,House,Masonary,3,MA_3,498498,616699,7.33,7,Tarvisio,TarvisioB2,171,1,387488.668535,5151877.496141,Sem27,13.5334025812575,46.5110632435793
387480.139201789,5151770.4495794,_181,House,Masonary_wood,2,MA_2,459262,568159,7.33,7,Tarvisio,TarvisioB2,237,1,387480.139202,5151770.449579,Sem27,13.5333173488989,46.510098764781
387500.924051764,5151772.14080167,_182,House,Masonary_wood,2,MA_2,167995,207829,7.33,7,Tarvisio,TarvisioB2,87,1,387500.924052,5151772.140802,Sem27,13.5335877772079,46.5101174532012
387493.168180847,5151798.21861087,_183,House,Masonary,2,MA_2,364860,451374,7.33,7,Tarvisio,TarvisioB2,188,1,387493.168181,5151798.218611,Sem27,13.5334804026136,46.510350768492
387493.908173692,5151824.60654072,_184,House,Masonary,2,MA_2,888996,1099788,7.33,7,Tarvisio,TarvisioB2,458,1,387493.908174,5151824.606541,Sem27,13.5334836586066,46.5105882934014
387581.899013384,5151765.24558809,_185,House,Masonary_wood,2,MA_2,435753,539076,7.33,7,Tarvisio,TarvisioB2,225,1,387581.899013,5151765.245588,Sem27,13.534644592053,46.5100689447452
387488.386122317,5151737.51189418,_186,House,Brick_masonary,2,MA_2,478047,591398,7.33,7,Tarvisio,TarvisioB2,246,1,387488.386122,5151737.511894,Sem27,13.5334327825558,46.5098038162285
387472.294392666,5151752.55891585,_187,House,Brick,2,MA_2,127907,158236,7.33,7,Tarvisio,TarvisioB2,66,1,387472.294393,5151752.558916,Sem27,13.5332194576231,46.5099364988669
387468.608756414,5151709.24458159,_188,House,Concrete,3,RC_3,475488,588233,7.33,7,Tarvisio,TarvisioB2,163,1,387468.608756,5151709.244582,Sem27,13.5331819170961,46.5095462017967
387470.871599805,5151719.42870066,_189,House,Concrete_wood,1,RC_1,141444,174982,7.33,7,Tarvisio,TarvisioB2,146,1,387470.8716,5151719.428701,Sem27,13.533208937642,46.5096382022806
387472.262006099,5151699.36660807,_190,House,Concrete_wood,2,RC_2,399694,494467,7.33,7,Tarvisio,TarvisioB2,206,1,387472.262006,5151699.366608,Sem27,13.5332319114462,46.5094579443204
387480.109553351,5151688.25391948,_191,House,Concrete,2,RC_2,146962,181809,7.33,7,Tarvisio,TarvisioB2,76,1,387480.109553,5151688.253919,Sem27,13.533336857657,46.509359279534
387473.895982092,5151662.80932751,_193,House,Concrete_wood,2,RC_2,216375,267680,7.33,7,Tarvisio,TarvisioB2,112,1,387473.895982,5151662.809328,Sem27,13.5332620515787,46.5091293266829
387507.589268692,5151648.26030621,_194,Apartment_building,Concrete,3,RC_3,831234,1028330,44.24,44,Tarvisio,TarvisioB2,286,1,387507.589269,5151648.260306,Sem27,13.533704605691,46.5090040651346
387415.25393578,5151742.85696851,_196,Apartment_building,Masonary_wood,3,MA_3,778468,963054,41.43,41,Tarvisio,TarvisioB2,268,1,387415.253936,5151742.856969,Sem27,13.532478542471,46.509839679035
387442.511866574,5151748.78700747,_198,House,Masonary_wood,3,MA_3,931159,1151949,7.33,7,Tarvisio,TarvisioB2,320,1,387442.511867,5151748.787007,Sem27,13.5328322900958,46.5098975864216
387456.167368184,5151760.19438506,_199,House,Masonary_wood,2,MA_2,244723,302750,7.33,7,Tarvisio,TarvisioB2,126,1,387456.167368,5151760.194385,Sem27,13.5330074660735,46.5100024965346
387386.946433773,5151735.31289329,_201,House,Brick,3,MA_3,503061,622344,7.33,7,Tarvisio,TarvisioB2,173,1,387386.946434,5151735.312893,Sem27,13.5321115102407,46.5097670741951
387346.113574027,5151699.27119019,_204,House,Masonary,3,MA_3,558063,690388,7.33,7,Tarvisio,TarvisioB2,192,1,387346.113574,5151699.27119,Sem27,13.5315881741986,46.5094359914887
387360.216816779,5151718.61282171,_205,House,Brick_masonary,2,MA_2,186161,230302,7.33,7,Tarvisio,TarvisioB2,96,1,387360.216817,5151718.612822,Sem27,13.5317672580428,46.5096123595223
387373.19976661,5151711.35018864,_206,House,Masonary_wood,2,MA_2,220594,272900,7.33,7,Tarvisio,TarvisioB2,114,1,387373.199767,5151711.350189,Sem27,13.5319381906641,46.5095491924871
387363.563928154,5151686.18828835,_207,House,Brick,3,MA_3,998340,1235060,7.33,7,Tarvisio,TarvisioB2,343,1,387363.563928,5151686.188288,Sem27,13.5318187284822,46.5093212095486
387392.876599745,5151685.28911433,_208,Shops_and_apartment_building,Brick_masonary,3,MA_3,1724254,2133098,61.17,61,Tarvisio,TarvisioB2,593,2,387392.8766,5151685.289114,Sem27,13.5322009002271,46.5093180230145
387401.72938079,5151702.23363772,_209,House,Masonary_wood,2,MA_2,884976,1094816,7.33,7,Tarvisio,TarvisioB2,456,1,387401.729381,5151702.233638,Sem27,13.5323121508014,46.5094719463166
387454.07735789,5151666.51944353,_210,Shops_and_apartment_building,Concrete_wood,3,RC_3,776764,960945,27.56,28,Tarvisio,TarvisioB2,267,2,387454.077358,5151666.519444,Sem27,13.5330029108674,46.5091593926595
